age,job,marital,Married,education,Ed,default,Def,balance,housing,House,loan,Personal,contact,day,month,duration,campaign,pdays,previous,Previous,Subscribe
40,services,divorced,0,unknown,0,no,0,4384,yes,1,no,0,unknown,5,may,315,1,-1,0,0,0
49,management,single,0,tertiary,3,no,0,588,no,0,no,0,cellular,28,aug,70,9,-1,0,0,0
51,management,married,1,secondary,2,no,0,3180,yes,1,no,0,cellular,9,jul,384,1,-1,0,0,0
35,admin.,married,1,secondary,2,yes,1,0,no,0,yes,1,unknown,4,jul,105,3,-1,0,0,0
29,self-employed,married,1,secondary,2,no,0,-76,yes,1,no,0,unknown,27,may,305,2,-1,0,0,0
32,services,single,0,secondary,2,no,0,152,yes,1,no,0,cellular,25,may,158,2,-1,0,0,1
37,housemaid,divorced,0,secondary,2,no,0,1040,yes,1,no,0,cellular,13,may,199,1,173,2,0,0
49,unemployed,married,1,primary,1,no,0,-384,yes,1,no,0,unknown,27,may,25,1,-1,0,0,0
45,technician,married,1,unknown,0,no,0,473,yes,1,no,0,unknown,27,may,147,1,-1,0,0,0
34,technician,single,0,secondary,2,no,0,475,yes,1,no,0,cellular,29,jul,538,8,-1,0,0,0
53,technician,married,1,secondary,2,no,0,0,no,0,no,0,cellular,22,aug,77,9,-1,0,0,0
42,entrepreneur,married,1,primary,1,no,0,149,no,0,no,0,cellular,20,aug,94,2,-1,0,0,0
43,technician,married,1,secondary,2,no,0,3285,yes,1,no,0,unknown,13,may,1721,2,-1,0,0,1
52,retired,married,1,secondary,2,no,0,424,no,0,no,0,cellular,19,nov,143,1,154,3,0,0
34,blue-collar,single,0,secondary,2,no,0,79,no,0,yes,1,cellular,20,nov,104,1,-1,0,0,0
34,technician,divorced,0,tertiary,3,no,0,674,yes,1,no,0,cellular,7,aug,587,2,-1,0,0,1
27,services,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,22,jul,1608,13,-1,0,0,1
43,unemployed,married,1,tertiary,3,no,0,58,yes,1,no,0,cellular,9,feb,48,4,-1,0,0,0
41,technician,married,1,tertiary,3,no,0,532,yes,1,no,0,cellular,9,jul,74,1,-1,0,0,0
72,retired,married,1,secondary,2,no,0,4130,no,0,no,0,cellular,12,nov,427,1,-1,0,0,0
35,blue-collar,married,1,primary,1,no,0,422,yes,1,no,0,cellular,14,may,73,1,-1,0,0,0
41,management,married,1,tertiary,3,no,0,437,yes,1,no,0,unknown,3,jun,14,21,-1,0,0,0
36,blue-collar,divorced,0,primary,1,no,0,-308,yes,1,no,0,cellular,12,may,725,1,-1,0,0,1
51,housemaid,married,1,primary,1,no,0,30,yes,1,no,0,cellular,14,jul,333,2,-1,0,0,0
37,self-employed,married,1,tertiary,3,no,0,137,no,0,no,0,cellular,13,aug,244,6,-1,0,0,0
42,admin.,single,0,secondary,2,no,0,-247,yes,1,yes,1,telephone,21,oct,519,1,166,1,0,1
26,admin.,single,0,secondary,2,no,0,321,yes,1,no,0,cellular,22,jul,242,7,-1,0,0,0
23,services,single,0,secondary,2,no,0,250,yes,1,no,0,cellular,18,may,222,1,-1,0,0,0
50,management,married,1,tertiary,3,no,0,-470,yes,1,no,0,cellular,19,nov,130,2,160,1,0,0
37,blue-collar,married,1,secondary,2,no,0,140,yes,1,yes,1,cellular,7,may,490,1,-1,0,0,0
35,management,married,1,tertiary,3,no,0,2793,no,0,no,0,cellular,20,nov,258,2,-1,0,0,0
37,management,married,1,tertiary,3,no,0,410,no,0,no,0,cellular,29,jan,337,2,-1,0,0,0
79,retired,divorced,0,unknown,0,no,0,2628,no,0,no,0,telephone,8,jul,220,7,450,2,0,0
39,technician,married,1,secondary,2,no,0,116,no,0,no,0,cellular,24,aug,79,2,94,2,1,0
47,services,married,1,secondary,2,no,0,0,yes,1,no,0,telephone,9,jul,250,1,-1,0,0,0
44,blue-collar,married,1,secondary,2,no,0,878,yes,1,no,0,cellular,2,jun,130,1,-1,0,0,0
36,management,single,0,tertiary,3,no,0,2944,no,0,no,0,cellular,18,aug,882,8,-1,0,0,1
33,blue-collar,single,0,secondary,2,no,0,3975,yes,1,yes,1,cellular,17,apr,515,1,150,1,0,0
42,services,married,1,secondary,2,no,0,96,yes,1,no,0,cellular,5,may,238,3,340,2,0,0
35,technician,single,0,tertiary,3,no,0,2288,no,0,no,0,telephone,28,may,32,2,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,472,yes,1,no,0,unknown,13,may,907,2,-1,0,0,0
58,services,married,1,primary,1,no,0,65,no,0,no,0,unknown,27,jun,162,1,-1,0,0,0
46,management,married,1,tertiary,3,no,0,0,no,0,no,0,unknown,7,may,70,2,-1,0,0,0
41,admin.,single,0,secondary,2,no,0,400,yes,1,no,0,unknown,4,jun,99,6,-1,0,0,0
58,technician,married,1,secondary,2,no,0,7495,yes,1,no,0,unknown,13,may,325,1,-1,0,0,0
33,blue-collar,married,1,secondary,2,no,0,137,no,0,yes,1,cellular,18,jul,305,12,-1,0,0,0
31,unemployed,married,1,secondary,2,no,0,24,yes,1,no,0,cellular,19,nov,631,1,-1,0,0,0
55,technician,divorced,0,secondary,2,no,0,3450,no,0,no,0,cellular,10,feb,169,1,183,1,0,1
38,technician,single,0,secondary,2,no,0,311,yes,1,no,0,cellular,28,may,61,2,-1,0,0,0
55,housemaid,married,1,secondary,2,no,0,139,no,0,no,0,cellular,22,aug,256,2,-1,0,0,0
47,management,single,0,tertiary,3,no,0,0,no,0,no,0,unknown,11,jun,58,3,-1,0,0,0
51,housemaid,married,1,primary,1,no,0,492,yes,1,no,0,unknown,20,may,142,3,-1,0,0,0
46,management,single,0,tertiary,3,no,0,334,yes,1,no,0,telephone,4,may,36,6,90,2,0,0
61,management,married,1,tertiary,3,no,0,997,no,0,no,0,cellular,10,mar,106,1,-1,0,0,1
47,management,single,0,tertiary,3,no,0,440,no,0,no,0,cellular,21,aug,71,4,-1,0,0,0
34,technician,married,1,secondary,2,no,0,47,no,0,no,0,cellular,25,aug,132,6,-1,0,0,0
34,blue-collar,married,1,secondary,2,no,0,1298,yes,1,no,0,unknown,20,may,120,1,-1,0,0,0
41,management,divorced,0,tertiary,3,no,0,3355,no,0,no,0,cellular,14,oct,181,2,500,1,0,0
36,blue-collar,divorced,0,secondary,2,no,0,-11,no,0,no,0,unknown,5,jun,152,2,-1,0,0,0
26,blue-collar,single,0,secondary,2,no,0,396,yes,1,no,0,unknown,28,may,302,1,-1,0,0,0
35,management,married,1,tertiary,3,no,0,8,no,0,no,0,cellular,23,apr,93,3,-1,0,0,1
36,blue-collar,married,1,secondary,2,no,0,1409,no,0,no,0,unknown,17,jun,235,2,-1,0,0,0
26,management,single,0,tertiary,3,no,0,170,no,0,no,0,cellular,15,jun,129,1,-1,0,0,1
58,management,married,1,primary,1,no,0,2769,yes,1,no,0,cellular,11,jul,94,2,-1,0,0,0
50,blue-collar,married,1,secondary,2,no,0,2320,yes,1,no,0,cellular,7,apr,310,1,-1,0,0,0
61,retired,married,1,secondary,2,no,0,76,yes,1,no,0,cellular,15,jul,195,7,-1,0,0,0
28,technician,single,0,secondary,2,no,0,2034,yes,1,no,0,unknown,21,may,196,1,-1,0,0,0
49,blue-collar,single,0,primary,1,no,0,3018,yes,1,no,0,unknown,15,may,93,1,-1,0,0,0
74,retired,married,1,secondary,2,no,0,921,no,0,no,0,telephone,17,apr,394,2,-1,0,0,1
53,blue-collar,married,1,secondary,2,no,0,483,yes,1,no,0,cellular,3,feb,288,3,-1,0,0,0
46,self-employed,married,1,secondary,2,no,0,390,yes,1,no,0,cellular,31,jul,208,2,-1,0,0,0
47,management,married,1,tertiary,3,no,0,0,no,0,no,0,cellular,27,oct,508,1,-1,0,0,1
42,blue-collar,single,0,primary,1,no,0,92,no,0,no,0,cellular,30,jul,86,2,-1,0,0,0
56,services,married,1,secondary,2,no,0,22196,yes,1,no,0,cellular,21,nov,189,1,-1,0,0,0
42,technician,married,1,secondary,2,no,0,2,no,0,no,0,unknown,29,may,249,2,-1,0,0,0
49,housemaid,married,1,primary,1,no,0,249,yes,1,no,0,cellular,21,nov,450,1,-1,0,0,0
43,unemployed,single,0,unknown,0,no,0,3274,yes,1,no,0,cellular,22,may,680,1,95,1,0,0
39,services,married,1,secondary,2,no,0,5731,yes,1,no,0,unknown,20,may,175,2,-1,0,0,0
66,retired,married,1,primary,1,no,0,206,no,0,no,0,cellular,9,feb,479,1,-1,0,0,1
30,technician,single,0,tertiary,3,no,0,2325,no,0,no,0,cellular,5,apr,270,3,241,4,0,0
38,management,single,0,tertiary,3,no,0,0,no,0,no,0,cellular,24,jul,164,1,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,1664,yes,1,no,0,cellular,20,apr,158,1,182,1,1,0
32,technician,married,1,secondary,2,no,0,3333,no,0,no,0,cellular,8,aug,50,4,-1,0,0,0
48,technician,married,1,secondary,2,no,0,7020,no,0,no,0,cellular,6,aug,80,2,-1,0,0,0
34,admin.,married,1,tertiary,3,no,0,37,no,0,no,0,cellular,6,feb,45,1,-1,0,0,0
28,student,single,0,secondary,2,no,0,28,no,0,no,0,cellular,29,jan,220,2,-1,0,0,0
40,admin.,single,0,secondary,2,no,0,1670,yes,1,no,0,unknown,18,jun,161,2,-1,0,0,0
36,entrepreneur,married,1,secondary,2,no,0,134,no,0,no,0,unknown,20,may,98,1,-1,0,0,0
52,retired,married,1,secondary,2,no,0,603,no,0,yes,1,unknown,9,jun,79,1,-1,0,0,0
46,admin.,married,1,primary,1,no,0,276,yes,1,yes,1,unknown,6,may,157,2,-1,0,0,0
25,technician,single,0,secondary,2,no,0,2157,yes,1,no,0,cellular,21,jul,339,1,-1,0,0,0
52,blue-collar,married,1,secondary,2,no,0,161,yes,1,no,0,unknown,13,may,274,2,-1,0,0,0
40,blue-collar,married,1,primary,1,no,0,3658,yes,1,no,0,unknown,14,may,977,1,-1,0,0,0
26,management,divorced,0,tertiary,3,yes,1,-402,no,0,yes,1,unknown,12,may,127,2,-1,0,0,0
26,blue-collar,single,0,primary,1,no,0,3342,yes,1,no,0,unknown,4,jun,329,4,-1,0,0,0
35,self-employed,single,0,secondary,2,no,0,1732,no,0,no,0,telephone,21,nov,1441,3,-1,0,0,0
40,admin.,single,0,secondary,2,no,0,263,yes,1,no,0,unknown,6,may,231,1,-1,0,0,0
31,management,married,1,tertiary,3,no,0,623,yes,1,no,0,cellular,13,may,96,2,349,5,0,0
32,admin.,married,1,secondary,2,no,0,3540,yes,1,no,0,cellular,18,may,213,1,178,1,0,0
33,admin.,married,1,secondary,2,no,0,95,yes,1,no,0,cellular,30,apr,335,1,-1,0,0,1
53,services,divorced,0,secondary,2,no,0,765,yes,1,no,0,cellular,14,may,959,3,174,7,0,1
46,technician,divorced,0,secondary,2,no,0,-824,yes,1,no,0,cellular,7,aug,429,3,-1,0,0,1
28,management,single,0,tertiary,3,no,0,5549,no,0,no,0,cellular,28,jul,383,6,-1,0,0,0
31,blue-collar,married,1,secondary,2,no,0,191,yes,1,no,0,unknown,2,jun,40,1,-1,0,0,0
44,blue-collar,married,1,primary,1,no,0,420,yes,1,no,0,unknown,7,may,110,2,-1,0,0,0
35,admin.,married,1,secondary,2,no,0,0,no,0,no,0,unknown,7,may,326,1,-1,0,0,0
50,technician,divorced,0,unknown,0,no,0,2706,yes,1,no,0,unknown,28,may,179,3,-1,0,0,0
32,technician,married,1,secondary,2,yes,1,4,yes,1,yes,1,cellular,25,aug,132,8,-1,0,0,0
51,admin.,married,1,secondary,2,no,0,423,yes,1,yes,1,cellular,16,oct,95,1,-1,0,0,0
51,management,married,1,tertiary,3,no,0,-892,yes,1,yes,1,cellular,14,aug,248,2,-1,0,0,0
31,blue-collar,married,1,unknown,0,no,0,-120,yes,1,no,0,cellular,3,feb,100,3,201,2,0,0
41,admin.,divorced,0,secondary,2,no,0,-365,yes,1,no,0,unknown,28,may,226,10,-1,0,0,0
57,technician,married,1,tertiary,3,no,0,27069,no,0,yes,1,unknown,20,jun,174,3,-1,0,0,0
34,management,single,0,tertiary,3,no,0,8038,yes,1,no,0,cellular,20,apr,29,3,152,1,0,0
47,technician,married,1,secondary,2,no,0,-938,yes,1,no,0,unknown,28,may,176,2,-1,0,0,0
47,admin.,divorced,0,secondary,2,no,0,1139,yes,1,no,0,cellular,11,jul,106,2,-1,0,0,0
36,self-employed,married,1,secondary,2,no,0,189,yes,1,no,0,cellular,19,nov,136,1,120,1,0,0
29,housemaid,single,0,tertiary,3,no,0,19,no,0,no,0,cellular,5,feb,110,2,64,2,1,1
39,technician,married,1,secondary,2,no,0,3663,no,0,no,0,cellular,11,aug,230,3,-1,0,0,0
53,blue-collar,single,0,unknown,0,no,0,0,no,0,no,0,unknown,12,may,140,7,-1,0,0,0
47,blue-collar,married,1,secondary,2,yes,1,-614,yes,1,no,0,unknown,26,may,118,2,-1,0,0,0
51,technician,divorced,0,secondary,2,no,0,2323,yes,1,yes,1,cellular,18,aug,151,10,-1,0,0,0
48,blue-collar,married,1,secondary,2,no,0,425,yes,1,no,0,telephone,9,jul,693,2,-1,0,0,0
32,technician,married,1,secondary,2,no,0,5122,no,0,no,0,cellular,13,aug,31,1,-1,0,0,0
36,management,divorced,0,tertiary,3,no,0,608,no,0,no,0,cellular,26,aug,125,2,-1,0,0,0
50,unknown,married,1,primary,1,no,0,341,yes,1,yes,1,cellular,20,apr,670,4,340,2,1,1
39,admin.,married,1,secondary,2,no,0,607,yes,1,no,0,cellular,12,may,454,2,364,3,0,1
31,blue-collar,married,1,secondary,2,no,0,1495,yes,1,yes,1,unknown,23,may,159,3,-1,0,0,0
49,admin.,married,1,secondary,2,no,0,381,no,0,no,0,cellular,5,aug,504,2,-1,0,0,0
33,unemployed,divorced,0,secondary,2,no,0,385,no,0,no,0,telephone,27,aug,29,28,-1,0,0,0
26,management,single,0,tertiary,3,no,0,1274,yes,1,no,0,cellular,1,jun,190,1,84,1,0,0
27,blue-collar,married,1,secondary,2,no,0,362,yes,1,no,0,unknown,14,may,332,2,-1,0,0,0
51,blue-collar,married,1,primary,1,no,0,377,yes,1,no,0,telephone,3,feb,143,4,272,1,0,0
26,admin.,single,0,secondary,2,no,0,802,no,0,no,0,cellular,30,jan,77,1,2,2,0,0
45,admin.,married,1,secondary,2,no,0,194,no,0,no,0,cellular,31,jul,517,4,-1,0,0,0
54,technician,married,1,secondary,2,no,0,-315,no,0,yes,1,cellular,10,jul,2029,1,-1,0,0,1
49,technician,married,1,tertiary,3,no,0,1843,yes,1,no,0,cellular,25,may,269,1,-1,0,0,0
47,technician,married,1,secondary,2,no,0,-9,no,0,no,0,cellular,14,aug,457,2,-1,0,0,0
42,housemaid,married,1,primary,1,no,0,83,no,0,yes,1,cellular,7,aug,184,1,-1,0,0,0
50,entrepreneur,married,1,tertiary,3,no,0,433,yes,1,no,0,cellular,18,may,47,4,-1,0,0,0
37,admin.,married,1,secondary,2,no,0,-107,yes,1,no,0,unknown,28,may,158,2,-1,0,0,0
54,blue-collar,married,1,primary,1,no,0,4503,no,0,no,0,telephone,21,nov,168,3,-1,0,0,0
40,services,married,1,secondary,2,no,0,51,yes,1,no,0,cellular,11,may,50,1,-1,0,0,0
50,services,married,1,secondary,2,no,0,961,no,0,yes,1,cellular,14,aug,757,4,-1,0,0,0
57,retired,married,1,secondary,2,no,0,49,yes,1,yes,1,cellular,25,aug,93,4,-1,0,0,0
33,technician,married,1,secondary,2,no,0,3470,no,0,no,0,cellular,11,aug,285,2,-1,0,0,0
49,technician,married,1,secondary,2,no,0,-147,yes,1,no,0,cellular,20,apr,390,1,-1,0,0,0
35,services,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,18,may,146,2,-1,0,0,0
28,blue-collar,single,0,secondary,2,no,0,0,yes,1,no,0,unknown,28,may,386,1,-1,0,0,0
58,management,married,1,tertiary,3,no,0,172,no,0,no,0,cellular,19,aug,145,7,-1,0,0,0
31,admin.,single,0,secondary,2,no,0,-407,no,0,yes,1,cellular,7,jul,230,1,-1,0,0,0
36,management,divorced,0,tertiary,3,no,0,649,no,0,no,0,cellular,16,jul,237,2,91,1,0,0
49,blue-collar,single,0,primary,1,no,0,1040,no,0,no,0,cellular,8,jul,474,2,-1,0,0,0
30,unemployed,married,1,secondary,2,no,0,142,yes,1,no,0,unknown,20,may,350,4,-1,0,0,0
29,services,single,0,secondary,2,no,0,209,yes,1,no,0,cellular,28,jul,487,7,-1,0,0,0
50,management,married,1,unknown,0,no,0,3304,no,0,no,0,unknown,5,jun,1009,2,-1,0,0,0
26,student,single,0,tertiary,3,no,0,294,no,0,no,0,cellular,5,mar,87,1,91,2,1,1
27,housemaid,married,1,secondary,2,no,0,4848,yes,1,yes,1,telephone,23,jul,82,3,-1,0,0,0
32,blue-collar,single,0,secondary,2,no,0,1670,yes,1,no,0,cellular,18,may,183,1,-1,0,0,0
62,unknown,married,1,secondary,2,no,0,367,no,0,no,0,telephone,2,mar,139,5,-1,0,0,0
34,blue-collar,single,0,secondary,2,no,0,13683,yes,1,no,0,unknown,3,jun,115,3,-1,0,0,0
25,admin.,single,0,tertiary,3,no,0,1420,no,0,no,0,cellular,8,apr,124,2,-1,0,0,0
34,management,single,0,tertiary,3,no,0,340,yes,1,no,0,unknown,3,jun,633,28,-1,0,0,0
44,technician,single,0,secondary,2,no,0,1679,no,0,no,0,telephone,20,oct,718,1,-1,0,0,1
38,management,married,1,tertiary,3,no,0,1198,yes,1,no,0,cellular,2,feb,63,1,-1,0,0,0
57,admin.,married,1,secondary,2,no,0,169,no,0,no,0,cellular,14,aug,180,1,106,2,0,0
36,self-employed,married,1,tertiary,3,no,0,506,no,0,no,0,cellular,25,aug,47,1,120,1,0,0
41,entrepreneur,married,1,secondary,2,no,0,1249,yes,1,no,0,cellular,9,jul,391,1,-1,0,0,0
36,management,single,0,tertiary,3,no,0,678,no,0,yes,1,unknown,4,jul,85,3,-1,0,0,0
27,management,single,0,tertiary,3,no,0,212,yes,1,no,0,cellular,15,may,373,1,-1,0,0,0
37,technician,divorced,0,secondary,2,no,0,23,no,0,no,0,cellular,20,aug,289,2,-1,0,0,0
47,management,single,0,tertiary,3,no,0,4402,no,0,no,0,telephone,10,dec,805,1,190,1,0,1
31,services,divorced,0,primary,1,no,0,459,yes,1,no,0,cellular,7,may,623,1,293,1,1,1
39,self-employed,married,1,secondary,2,no,0,4722,yes,1,no,0,unknown,17,jun,483,1,-1,0,0,0
35,admin.,divorced,0,tertiary,3,no,0,1555,yes,1,no,0,unknown,9,may,26,2,-1,0,0,0
40,blue-collar,married,1,secondary,2,no,0,61,yes,1,no,0,unknown,7,may,112,3,-1,0,0,0
38,management,single,0,tertiary,3,no,0,0,yes,1,no,0,cellular,17,nov,213,2,-1,0,0,0
31,technician,married,1,secondary,2,no,0,3706,yes,1,no,0,cellular,20,nov,129,1,-1,0,0,0
36,blue-collar,married,1,primary,1,no,0,1177,no,0,no,0,cellular,15,apr,330,1,311,4,1,1
53,management,married,1,primary,1,no,0,2096,no,0,no,0,unknown,9,jun,104,1,-1,0,0,0
59,blue-collar,married,1,primary,1,no,0,748,no,0,no,0,unknown,29,may,184,1,-1,0,0,0
29,management,single,0,tertiary,3,no,0,3357,no,0,no,0,cellular,21,jul,120,3,-1,0,0,0
30,admin.,single,0,secondary,2,no,0,3809,yes,1,no,0,unknown,3,jun,159,4,-1,0,0,0
52,admin.,married,1,secondary,2,no,0,395,yes,1,no,0,unknown,15,may,391,3,-1,0,0,0
55,blue-collar,married,1,secondary,2,no,0,1011,yes,1,no,0,cellular,12,aug,112,2,-1,0,0,0
56,blue-collar,married,1,primary,1,no,0,420,yes,1,no,0,unknown,9,may,76,1,-1,0,0,0
32,admin.,married,1,secondary,2,no,0,76,yes,1,no,0,unknown,21,may,189,2,-1,0,0,0
24,blue-collar,married,1,secondary,2,no,0,0,no,0,no,0,unknown,28,may,94,1,-1,0,0,0
51,blue-collar,married,1,primary,1,no,0,844,yes,1,no,0,unknown,29,may,184,3,-1,0,0,0
36,management,married,1,tertiary,3,no,0,1318,yes,1,no,0,cellular,7,aug,100,2,-1,0,0,0
36,technician,married,1,tertiary,3,no,0,167,yes,1,no,0,cellular,28,jan,57,1,-1,0,0,0
42,management,married,1,tertiary,3,no,0,2187,yes,1,no,0,cellular,17,nov,525,3,-1,0,0,1
49,admin.,married,1,secondary,2,no,0,14440,yes,1,no,0,cellular,21,nov,60,1,-1,0,0,0
48,management,married,1,secondary,2,no,0,2294,yes,1,no,0,unknown,26,may,251,11,-1,0,0,0
36,management,married,1,secondary,2,no,0,80,yes,1,no,0,unknown,30,may,251,3,-1,0,0,0
48,management,married,1,primary,1,no,0,2537,no,0,no,0,cellular,26,aug,219,6,-1,0,0,0
30,technician,married,1,tertiary,3,no,0,569,no,0,no,0,cellular,27,aug,976,12,-1,0,0,1
27,management,single,0,tertiary,3,yes,1,0,no,0,yes,1,cellular,8,jul,46,1,-1,0,0,0
38,entrepreneur,married,1,tertiary,3,no,0,0,yes,1,no,0,cellular,18,nov,185,3,-1,0,0,0
36,technician,single,0,secondary,2,yes,1,12,no,0,no,0,cellular,12,aug,587,2,-1,0,0,1
45,technician,married,1,secondary,2,no,0,49,no,0,no,0,cellular,29,jul,65,2,-1,0,0,0
44,housemaid,married,1,tertiary,3,no,0,460,no,0,no,0,unknown,17,jun,491,1,-1,0,0,0
42,technician,married,1,secondary,2,no,0,613,yes,1,no,0,cellular,11,may,432,2,-1,0,0,0
37,entrepreneur,married,1,tertiary,3,no,0,7944,no,0,no,0,cellular,21,nov,102,1,-1,0,0,0
48,blue-collar,married,1,secondary,2,no,0,1143,yes,1,no,0,cellular,17,apr,264,1,317,1,0,0
57,retired,married,1,primary,1,no,0,-464,yes,1,no,0,cellular,4,feb,75,1,190,6,0,0
44,services,married,1,secondary,2,no,0,1989,yes,1,yes,1,cellular,20,apr,106,2,-1,0,0,0
48,technician,married,1,secondary,2,no,0,17,yes,1,yes,1,cellular,17,nov,81,1,-1,0,0,0
56,retired,married,1,primary,1,no,0,-1,no,0,no,0,cellular,27,aug,89,23,-1,0,0,0
37,management,married,1,tertiary,3,no,0,1698,yes,1,no,0,unknown,6,jun,95,2,-1,0,0,0
47,blue-collar,married,1,secondary,2,no,0,5306,yes,1,no,0,unknown,15,may,322,1,-1,0,0,0
54,housemaid,married,1,unknown,0,no,0,0,no,0,no,0,cellular,14,apr,94,5,145,3,0,0
51,retired,divorced,0,secondary,2,no,0,1679,no,0,no,0,cellular,12,aug,417,1,365,9,0,1
47,admin.,married,1,secondary,2,no,0,3676,no,0,no,0,cellular,18,oct,567,1,95,3,1,1
25,management,married,1,tertiary,3,no,0,-242,yes,1,yes,1,cellular,18,may,600,4,332,4,0,1
39,services,single,0,secondary,2,no,0,471,no,0,no,0,unknown,15,oct,5,1,-1,0,0,0
40,management,married,1,tertiary,3,no,0,8902,yes,1,no,0,cellular,14,aug,464,5,-1,0,0,0
38,management,single,0,tertiary,3,no,0,1704,no,0,no,0,cellular,1,sep,222,1,-1,0,0,0
34,management,married,1,tertiary,3,no,0,3050,yes,1,no,0,cellular,13,may,469,1,-1,0,0,1
53,housemaid,married,1,primary,1,no,0,2581,no,0,no,0,cellular,15,apr,99,1,-1,0,0,0
32,services,married,1,secondary,2,no,0,162,yes,1,no,0,unknown,14,may,297,2,-1,0,0,0
35,blue-collar,married,1,secondary,2,no,0,243,yes,1,no,0,cellular,20,apr,41,3,-1,0,0,0
24,student,single,0,secondary,2,no,0,1847,no,0,no,0,cellular,9,dec,390,1,-1,0,0,0
58,blue-collar,married,1,primary,1,no,0,0,yes,1,no,0,unknown,29,may,535,2,-1,0,0,0
49,management,married,1,primary,1,no,0,3371,no,0,no,0,cellular,11,nov,269,2,-1,0,0,1
45,services,single,0,secondary,2,no,0,1757,yes,1,no,0,cellular,20,apr,1010,3,326,1,0,0
55,management,married,1,tertiary,3,no,0,171,yes,1,no,0,cellular,8,aug,73,6,-1,0,0,0
42,entrepreneur,married,1,tertiary,3,no,0,157,yes,1,yes,1,unknown,7,may,650,1,-1,0,0,0
28,admin.,married,1,secondary,2,no,0,934,yes,1,no,0,unknown,4,jul,53,2,-1,0,0,0
48,blue-collar,married,1,secondary,2,no,0,-19,no,0,yes,1,unknown,4,jul,270,1,-1,0,0,0
51,management,single,0,tertiary,3,yes,1,-55,yes,1,no,0,cellular,18,aug,119,6,-1,0,0,0
38,housemaid,married,1,primary,1,no,0,21,no,0,no,0,cellular,26,aug,634,2,-1,0,0,0
27,blue-collar,single,0,secondary,2,no,0,14,no,0,no,0,unknown,14,may,72,2,-1,0,0,0
50,technician,single,0,secondary,2,no,0,246,yes,1,no,0,cellular,17,nov,270,1,123,2,0,0
44,blue-collar,married,1,primary,1,no,0,887,yes,1,no,0,cellular,12,may,165,2,363,1,0,0
40,management,married,1,tertiary,3,no,0,51,no,0,no,0,cellular,19,aug,164,2,-1,0,0,0
29,services,single,0,secondary,2,no,0,-287,yes,1,no,0,cellular,18,may,196,1,-1,0,0,0
34,services,married,1,secondary,2,no,0,0,yes,1,no,0,cellular,14,jul,78,4,-1,0,0,0
44,self-employed,single,0,tertiary,3,no,0,2734,yes,1,no,0,cellular,12,may,897,4,-1,0,0,1
50,entrepreneur,married,1,tertiary,3,no,0,52,no,0,no,0,cellular,31,jul,22,8,-1,0,0,0
34,management,married,1,tertiary,3,no,0,2594,yes,1,no,0,cellular,21,nov,161,3,-1,0,0,0
54,retired,divorced,0,primary,1,no,0,22,no,0,no,0,unknown,20,jun,23,4,-1,0,0,0
34,technician,married,1,tertiary,3,no,0,1611,yes,1,no,0,cellular,11,may,490,2,-1,0,0,0
34,admin.,single,0,tertiary,3,no,0,18,yes,1,yes,1,cellular,30,apr,359,1,-1,0,0,1
52,blue-collar,married,1,primary,1,no,0,1331,yes,1,no,0,cellular,29,jul,213,2,-1,0,0,0
60,unknown,married,1,unknown,0,no,0,7337,no,0,no,0,cellular,4,aug,122,1,-1,0,0,0
39,management,single,0,secondary,2,no,0,835,yes,1,no,0,unknown,29,may,587,4,-1,0,0,0
58,retired,married,1,primary,1,no,0,5092,no,0,no,0,unknown,11,jun,199,6,-1,0,0,0
41,technician,divorced,0,secondary,2,no,0,52,no,0,no,0,cellular,20,aug,261,2,-1,0,0,0
48,technician,married,1,secondary,2,no,0,10655,no,0,no,0,telephone,31,jul,5,3,-1,0,0,0
58,management,married,1,tertiary,3,no,0,1831,no,0,no,0,cellular,17,nov,1531,1,-1,0,0,0
40,self-employed,married,1,primary,1,no,0,92,yes,1,no,0,unknown,13,may,92,1,-1,0,0,0
48,management,married,1,tertiary,3,no,0,586,yes,1,yes,1,cellular,6,may,179,2,-1,0,0,0
52,blue-collar,divorced,0,primary,1,no,0,1758,yes,1,no,0,unknown,15,may,41,1,-1,0,0,0
50,self-employed,married,1,secondary,2,no,0,2061,yes,1,yes,1,cellular,29,jan,197,2,244,3,0,0
25,technician,single,0,secondary,2,no,0,959,no,0,no,0,cellular,9,jul,144,5,-1,0,0,0
54,retired,married,1,primary,1,no,0,208,no,0,no,0,unknown,12,may,255,1,-1,0,0,0
34,services,married,1,secondary,2,no,0,-315,yes,1,no,0,unknown,8,may,56,2,-1,0,0,0
48,management,married,1,tertiary,3,yes,1,-13,yes,1,no,0,cellular,15,may,20,6,291,2,0,0
37,admin.,married,1,tertiary,3,no,0,801,no,0,no,0,cellular,11,aug,331,7,-1,0,0,0
66,retired,married,1,tertiary,3,no,0,1948,no,0,no,0,cellular,28,jan,216,1,91,4,1,1
32,management,single,0,tertiary,3,no,0,751,yes,1,no,0,unknown,8,may,64,1,-1,0,0,0
45,blue-collar,married,1,secondary,2,no,0,784,yes,1,yes,1,unknown,3,jun,34,1,-1,0,0,0
43,blue-collar,single,0,secondary,2,no,0,24,no,0,no,0,cellular,12,may,68,1,363,1,0,0
